stop_id,stop_name,latitude,longitude
1498,Wellington Rd/Princes Hwy,-37.91386126,145.12630397
15,Village Dr/Howard Rd,-37.98138967,145.12141112
1500,Patrick St/Princes Hwy,-37.90999234,145.12047603
15001,Percy St/Brunswick Rd,-37.81814091,145.19464001
15002,Creek Rd/Brunswick Rd,-37.81818875,145.19776297
15003,Brunswick Rd/Reserve Ave,-37.81880351,145.20024734
15004,Berry Ave/Reserve Ave,-37.82056108,145.20026146
15005,Garden Ave/Reserve Ave,-37.82186769,145.20025244
15006,Nyadale Dr/Ferntree Gully Rd,-37.90103024,145.21868383
15007,Chesterfield Farm/Ferntree Gully Rd,-37.90576829,145.2102211
15008,Marykirk Dr/Ferntree Gully Rd,-37.908178,145.20158647
15009,Petronella Ave/Ferntree Gully Rd,-37.9075347,145.1960629
1501,Leumear St/Princes Hwy,-37.90841787,145.11782041
15010,Jells Rd/Ferntree Gully Rd,-37.90668299,145.18872467
15011,Sheringham Dr/Ferntree Gully Rd,-37.90603822,145.1831445
15012,Lum Rd/Ferntree Gully Rd,-37.90555147,145.18022201
15013,Threadbow Cres/Ferntree Gully Rd,-37.90524855,145.17695381
15014,View Mount Rd/Ferntree Gully Rd,-37.90490914,145.17424386
15015,Cootamundra Dr/Ferntree Gully Rd,-37.9044386,145.17121871
15016,Watsons Rd/Ferntree Gully Rd,-37.90429832,145.16915217
15017,Brandon Park Reserve/Ferntree Gully Rd,-37.90374491,145.16486668
15018,Rosemary Ct/Ferntree Gully Rd,-37.90319189,145.15888659
15019,Avonhurst Dr/Ferntree Gully Rd,-37.901923,145.14980822
1502,Macrina St/Princes Hwy,-37.90585488,145.11365465
15020,Blackburn Rd/Ferntree Gully Rd,-37.90134793,145.1441929
15021,Howleys Rd/Ferntree Gully Rd,-37.90074429,145.13906744
15022,Gilby Rd/Ferntree Gully Rd,-37.90009197,145.1337272
15024,Forster Rd/Ferntree Gully Rd,-37.89965352,145.1299511
15025,Stephensons Rd/Ferntree Gully Rd,-37.89921418,145.12556094
15026,Eileen St/Ferntree Gully Rd,-37.89865539,145.1210374
15027,Sunnyside Rd/Ferntree Gully Rd,-37.8982835,145.11806723
15028,Adrienne Cres/Ferntree Gully Rd,-37.8978664,145.11565549
15029,Stanley Ave/Ferntree Gully Rd,-37.89770896,145.11370342
1503,Waverley Rd/Chadstone Rd,-37.87879476,145.0798157
15030,Kevin St/Ferntree Gully Rd,-37.89721424,145.10926941
15031,Huntingdale Rd/Ferntree Gully Rd,-37.89699624,145.10692089
15032,Devon Gr/Ferntree Gully Rd,-37.89651413,145.10272547
15033,Stamford Rd/Ferntree Gully Rd,-37.89627431,145.10015011
15034,Taylor St/Atkinson St,-37.89598492,145.09284519
1504,Dublin St/Princes Hwy,-37.90289472,145.10889657
15044,Knox Pl/Kathryn Rd,-37.89437704,145.24915123
15045,Janden Cl/Kathryn Rd,-37.89252938,145.24913814
15046,Pejaro Ct/Kathryn Rd,-37.89073611,145.24914651
15047,Kathryn Rd/Anne Rd,-37.8886604,145.24834282
15048,Harley St/Anne Rd,-37.88865729,145.24631879
15049,Towner Dr/Anne Rd,-37.88916445,145.2434639
15050,O'Connor Rd/Anne Rd,-37.89030827,145.24100319
15051,Scoresby Sec Col/Zerfas St ,-37.89011208,145.23752815
15052,Zerfas St/Rosehill St,-37.89050283,145.23654087
15053,Olga St/Rosehill St,-37.89252165,145.23654956
15054,Rumann Ave/Rosehill St,-37.8946122,145.23653379
15055,Glenifer Ave/Rosehill St,-37.89654977,145.23653304
15056,Brentwood Dr/Watsons Rd,-37.90313407,145.16788445
15057,Hampstead Cres/Watsons Rd,-37.9022267,145.16806618
15058,Heath St/Watsons Rd,-37.89983647,145.16851213
15059,Brentwood Sec Col/Watsons Rd,-37.89833596,145.16879952
15061,Capella Ct/Watsons Rd,-37.89614356,145.16921777
15062,Clitus St/Watsons Rd,-37.89440935,145.16954504
15063,Mannering Dr/Watsons Rd,-37.89222577,145.16995165
15064,Waverley Rd/Watsons Rd,-37.89019516,145.17034308
15065,Olinda St/Waverley Rd,-37.88932468,145.16884086
15066,Larkspur Cct/Waverley Rd,-37.8890835,145.16666355
15067,Springvale Rd/Waverley Rd,-37.8889135,145.16500756
1507,York Ave/Atherton Rd,-37.90035859,145.10194437
15147,Bergins Rd/Stud Rd,-37.93050761,145.23237689
15148,Avalon Rd/Stud Rd,-37.92225896,145.23399647
15149,Stud Park SC/Stud Rd,-37.91717264,145.23495993
15150,Lakeside Bvd/Stud Rd,-37.91279715,145.23584939
15151,Kelletts Rd/Stud,-37.91010152,145.23638014
15152,Kingsley Cl/Stud Rd,-37.9075767,145.23688403
15153,Centre Rd/Stud Rd,-37.90177529,145.23463407
15154,Scoresby Village SC/Stud Rd,-37.89850296,145.2327675
15155,The Close/Stud Rd,-37.89589891,145.23279566
15156,Sheppard Dr/Stud Rd,-37.89298806,145.23279703
15157,Evans St/Stud Rd,-37.89047359,145.23278893
15158,George St/Stud Rd,-37.88868016,145.23278632
15159,Mockridge St/Stud Rd,-37.88548102,145.23279458
15160,Harcrest Bvd/Stud Rd,-37.88165075,145.2327838
15161,High Street Rd/Stud Rd,-37.87626111,145.23275344
15162,Swinburne TAFE/Stud Rd,-37.87273782,145.23278079
15163,Knox City Shopping Centre/Stud Rd,-37.86659769,145.23619009
15164,Bladon St/Stud Rd,-37.86444409,145.2374123
15165,Harold St/Stud Rd,-37.86045574,145.23948518
15166,Teddington Way/Stud Rd,-37.8567269,145.24143799
15167,Boronia Rd/Stud Rd,-37.85420489,145.24273682
15168,Amesbury Ave/Boronia Rd,-37.85144569,145.23901757
1517,Scott St/Pickett St,-37.98548321,145.20756851
15170,Yorkminster Ave/Boronia Rd,-37.84963361,145.23355985
15171,Ainsdale Ave/Boronia Rd,-37.84859452,145.23037967
15172,Boronia Rd/Wantirna Rd,-37.84701106,145.22696258
15173,Clarence Rd/Wantirna Rd,-37.8419505,145.22724287
15174,Gordon Ct/Wantirna Rd,-37.8362015,145.22728959
15175,Muir Ct/Wantirna Rd,-37.8337324,145.22730324
15176,Gibson Ct/Wantirna Rd,-37.83125155,145.22713537
15177,Daisy St/Wantirna Rd,-37.82959307,145.22711825
15178,Reilly St/Wantirna Rd,-37.82690792,145.22714843
15179,Surrey St/Wantirna Rd,-37.82394453,145.22725343
15180,City Rd/Wantirna Rd,-37.82233126,145.22724658
15181,Arlington St/Wantirna Rd,-37.8192402,145.22725237
15184,Rowville Community Centre/Fulham Rd,-37.91897372,145.24028637
15185,Erie Ave/Bridgewater Way,-37.91517367,145.24471097
15186,Kelletts Rd/Taylors Lane,-37.91111995,145.24724153
1519,Hemmings St/Potter St,-37.98239463,145.20595857
1520,Birdwood Ave/Potter St,-37.98069636,145.20628457
1521,Princes Hwy/Potter St,-37.97880944,145.20664929
15217,East Malvern Station/Waverley Rd,-37.87819465,145.06792743
15219,Burwood Hwy/Stud Rd,-37.87011327,145.23444646
1522,Jones Rd/Princes Hwy,-37.97578837,145.20414987
15220,Knox City Shopping Centre/Stud Rd,-37.86749857,145.23616861
15221,Gateshead Dr/Stud Rd,-37.86471674,145.23756495
15222,Studfield Shopping Centre/Stud Rd,-37.85931569,145.24038755
15223,Moonah Rd/Stud Rd,-37.8568027,145.24168625
15224,Boronia Rd/Stud Rd,-37.85344999,145.24348217
15225,Roxburgh Rd/Boronia Rd,-37.85157334,145.24032159
15226,Thaxted Pde/Boronia Rd,-37.84977865,145.23481795
15227,Kelletts Rd/Taylors Lane,-37.9111633,145.24712676
15228,Ainsdale Ave/Boronia Rd,-37.84836183,145.23048752
15229,Garrisson Gr/Wantirna Rd,-37.84678162,145.22728629
1523,Edgewood Rd/Princes Hwy,-37.97392747,145.2020891
15230,Selkirk Ave/Wantirna Rd,-37.84279955,145.22737028
15231,Clarke Dr/Wantirna Rd,-37.83619472,145.22743748
15232,Muir Ct/Wantirna Rd,-37.83367156,145.22745242
15233,Canterbury Rd/Wantirna Rd,-37.83108209,145.22725305
15234,Daisy St/Wantirna Rd,-37.8286667,145.22724268
15235,Reilly St/Wantirna Rd,-37.82678402,145.2272991
15236,Surrey St/Wantirna Rd,-37.82408188,145.22739784
15237,City Rd/Wantirna Rd,-37.82170269,145.22739795
15238,Haig St/Wantirna Rd,-37.82033283,145.22739664
15239,Station St/Wantirna Rd,-37.81748467,145.22737389
1524,King George Pde/Princes Hwy,-37.97186209,145.19962359
1526,South Eastern Private Hospital/Princes Hwy,-37.96624978,145.19329499
1527,Terry St/Princes Hwy,-37.96376047,145.19081763
15275,Pia Dr/Trisha Dr,-37.93403129,145.24804014
15277,Liberty Ave/Shearer Dr,-37.93629618,145.23978231
15278,Buckingham Dr/Liberty Ave,-37.93301005,145.24120332
15279,Liberty Avenue Reserve/Liberty Ave,-37.93076312,145.24040353
1528,Chandler Rd/Princes Hwy,-37.9620002,145.18886887
15280,Sherbrook Ave/Whitehorse Rd,-37.81682755,145.21906251
15281,Liberty Ave/Clauscen Dr,-37.92818009,145.24606282
15282,McKay Rd/Taylors Lane,-37.92427237,145.24448327
15283,Taylors Lane/Bernard Hamilton Way,-37.92317008,145.24429333
15284,Turramurra Dr/Bridgewater Way,-37.92224848,145.24353026
15285,Simon Ave/Bridgewater Way,-37.92077089,145.24114226
15287,Heatherdale Station/Heatherdale Rd,-37.81859683,145.21330563
15288,Culwell Ave/Heatherdale Rd,-37.82277811,145.21328433
15289,Kulnine Ave/Heatherdale Rd,-37.82630158,145.21326752
1529,Ellendale Rd/Princes Hwy,-37.95779058,145.18412357
15290,Churinga Ave/Heatherdale Rd,-37.83004177,145.21327957
15291,Canterbury Rd/Heatherdale Rd,-37.83191662,145.21330252
15292,Andrew St/Canterbury Rd,-37.83331829,145.20828043
15294,Canterbury Rd/Blanche Dr,-37.83444895,145.20500327
15295,Frank St/Blanche Dr,-37.83659196,145.20665582
15296,Beddoe Rd/Centre Rd,-37.83819879,145.20742372
15297,Uralla St/Centre Rd,-37.83991983,145.20563202
15299,Lusk Dr/Boronia Rd,-37.83966738,145.20149036
1530,Callander Rd/Princes Hwy,-37.95490194,145.18089408
15300,Lucerne St/Morack Rd,-37.84141883,145.19992504
15301,Vermont Sec Col/Morack Rd,-37.84317083,145.19957561
15302,Nadia Pl/Morack Rd,-37.84642207,145.19884874
15303,Kara Walk/Morack Rd,-37.84738924,145.19785919
15304,Talarno Ave/Morack Rd,-37.84803761,145.19665007
15305,Murchison Ave/Morack Rd,-37.84969068,145.1963143
15306,Great Western Dr/George Rd,-37.85033928,145.19394586
15307,Bellbird Dell Reserve/George Rd,-37.85195535,145.1912014
15308,Hanover Reserve/Hanover Rd,-37.85142249,145.18644089
15309,Pelham Dr/Hanover Rd,-37.85370285,145.1841232
1531,Bowmore Rd/Princes Hwy,-37.95230642,145.17797626
15310,Vermont South SC/Hanover Rd,-37.85562508,145.18371231
15311,Burwood Hwy/Hartland Rd,-37.85737813,145.1828509
15312,Citrus St/Hartland Rd,-37.85864501,145.18260382
15313,Astley Ct/Highmont Dr,-37.86079326,145.18282386
15314,Ballina Tce/Highmont Dr,-37.86250951,145.18249752
15315,Highbury Rd/Camelot Dr,-37.86404459,145.18152768
15316,Vigil Ave/Camelot Dr,-37.86724356,145.18092611
15317,Garwain Pde/Camelot Dr,-37.86944486,145.18049682
15318,Winston St/Westlands Rd,-37.8707224,145.17919212
15319,Chatswood Cl/Westlands Rd,-37.87259143,145.17883915
1532,Ambrie Cres/Princes Hwy,-37.95089374,145.17637232
15320,Swan Ct/Westlands Rd,-37.87413668,145.17852824
1533,Corrigan Rd/Princes Hwy,-37.94842229,145.17332656
1534,Racecourse Dr/Princes Hwy,-37.94479112,145.16930834
1536,Birmingham St/Princes Hwy,-37.94193938,145.16615872
1537,Russell St/Princes Hwy,-37.93956451,145.16354366
1538,Gove St/Princes Hwy,-37.93771106,145.16142782
1539,Reilly St/Princes Hwy,-37.93622877,145.15999692
15399,Neville St/Coleman Rd,-37.86229296,145.24906958
1540,Springvale Rd/Princes Hwy,-37.93373274,145.15713497
15400,Berkley St/Coleman Rd,-37.86275943,145.2458984
15401,Suffolk St/Coleman Rd,-37.86250863,145.24418788
15402,Gateshead Dr/Coleman Rd,-37.86199247,145.24221086
15403,Stud Rd/Coleman Rd,-37.86119004,145.23977462
15405,Burwood Hwy/High Street Rd,-37.87377155,145.24767231
15406,Ravenhill Way/High Street Rd,-37.87552355,145.24368563
15407,Huntingdon Dr/High Street Rd,-37.87648653,145.24118421
15408,Wallace Rd/High Street Rd,-37.87705627,145.23710035
1541,Albert Ave/Princes Hwy,-37.93007562,145.15207223
15410,Latvian Ret Village/High Street Rd,-37.87707967,145.2320517
15411,Jenola Pde/High Street Rd,-37.87705737,145.22936902
15412,Mowbray Dr/High Street Rd,-37.87699969,145.22553886
15413,Fonteyn Dr/High Street Rd,-37.87695638,145.22207219
15414,Carramar Ave/Coleman Pde,-37.87890944,145.15918442
15415,Kinnoull Gr/Coleman Pde,-37.87807304,145.15583984
15416,Avendon Bvd/Coleman Pde,-37.8774432,145.15360438
15418,Blackburn Rd/Normanby Rd,-37.90657492,145.14077451
15419,Howleys Rd/Normanby Rd,-37.90627667,145.13787029
1542,Kalimna Ave/Princes Hwy,-37.92780181,145.1484543
15421,Blackburn Rd/Central Rd,-37.82128087,145.15361881
15422,Morton Park/Central Rd,-37.82291328,145.15599804
15423,Parkside St/Central Rd,-37.82367222,145.15900125
15424,Gwenda Ave/Central Rd,-37.82373137,145.16105616
15425,Cromwell Ct/Central Rd,-37.82392267,145.16465295
15426,Joyce St/Central Rd,-37.8247676,145.16856307
15427,Central Rd/Joyce St,-37.82505799,145.16927166
15429,Milton St/Joyce St,-37.82731295,145.16881827
1543,Garden Rd/Princes Hwy,-37.92571291,145.14513913
15430,Blackburn Lake PS/Milton St,-37.82736751,145.16653319
15431,Gerald St/Florence St,-37.82997962,145.16586634
15432,Ottawa Ave/Forest Rd,-37.8316197,145.16585981
15433,Forest Hill College/Hawthorn Rd,-37.84654611,145.16197833
15434,Robinlee Ave/Hawthorn Rd,-37.84602619,145.15869548
15435,Tainton Rd/Hawthorn Rd,-37.84585118,145.15730198
15436,Adrian Ave/Hawthorn Rd,-37.84565262,145.15555677
15437,Burwood East PS/Highbury Rd,-37.85983231,145.15178195
15438,Newhaven Rd/Highbury Rd,-37.86032442,145.15557756
15439,Lincoln St/Highbury Rd,-37.86073391,145.15928434
1544,McNaughton Rd/Princes Hwy,-37.9237421,145.14188943
15440,Gyton Ave/Highbury Rd,-37.86096265,145.16123377
15441,Burwood Terrace Ret Village/Highbury Rd,-37.8612599,145.16353389
15442,Pineda Ct/Canova Dr,-37.8628124,145.16426833
15443,Oranna Ct/Canova Dr,-37.86398184,145.16297752
15444,Willow Ave/Gyton Ave,-37.86519609,145.16109445
15445,Willow Ave SC/Willow Ave,-37.86538316,145.15749762
15446,Glendal PS/Medina Rd,-37.86751144,145.15586445
15447,Kwinana St/Medina Rd,-37.8713487,145.15459782
1545,Blackburn Rd/Princes Hwy,-37.92166149,145.13854029
15451,Viewpoint Ave/Waverley Rd,-37.88955698,145.17102979
15452,Gwingana Cres/Waverley Rd,-37.88994289,145.17440893
15453,Mimosa St/High Street Rd,-37.87600485,145.18219999
15454,Capital Ave/High Street Rd,-37.87654753,145.18641607
15455,1103 High Street Rd,-37.87669656,145.19670177
15456,Bushy Park Lane/High Street Rd,-37.87674357,145.20036159
15457,Dandenong Valley Parklands/High Street Rd,-37.87670436,145.20428501
15458,George St/High Street Rd,-37.8767679,145.20963849
15459,High Street Rd/Cathies Lane,-37.87590898,145.21538945
1546,Arnott St/Princes Hwy,-37.91868734,145.13397394
15460,Tandragee Cl/Cathies Lane,-37.87371646,145.21462379
15461,Sylvana St/Cathies Lane,-37.87100139,145.21446196
15462,Alexis Ct/Cathies Lane,-37.86793774,145.21449044
15463,Damian Pl/Cathies Lane,-37.86463883,145.21445638
15464,Burwood Hwy/Cathies Lane,-37.86306178,145.21446034
15466,Hawthorn Rd/Terrara Rd,-37.84817939,145.18886155
15467,Nurlendi Rd/Terrara Rd,-37.84558254,145.18935694
15468,Condev Ct/Terrara Rd,-37.84126057,145.19018994
15469,Vermont Reserve/Terrara Rd,-37.83824082,145.19072965
1547,Evelyn St/Princes Hwy,-37.91727263,145.13171182
15470,Alma St/Waverley Rd,-37.87878662,145.0782128
15471,The Rialto/Waverley Rd,-37.87952899,145.07511231
15472,Oravel Ave/Waverley Rd,-37.8799924,145.07204178
15473,Sycamore St/Waverley Rd,-37.87973367,145.07000198
15474,Waverley Rd/Malvern Rd,-37.87787023,145.0673788
15475,Melrose Ave/Malvern Rd,-37.87632754,145.06617988
15476,Coolgardie Ave/Malvern Rd,-37.87523127,145.06527629
15477,Malvern Rd/Winton Rd,-37.87379621,145.06514331
15478,Stanley Grose Dr/Winton Rd,-37.8728108,145.06714723
15479,Pitt St/Winton Rd,-37.87253376,145.06948504
1548,Browns Ct/Princes Hwy,-37.91554002,145.12872982
15480,Solway St/Winton Rd,-37.87272441,145.07121946
15481,St Georges Cres/Solway St,-37.870633,145.07172874
15482,Donald St/Albion Rd,-37.86991703,145.07038322
15483,Maxwell St/Albion Rd,-37.86815799,145.06917864
15484,Dunlop St/Albion Rd,-37.86653425,145.06798195
15485,Saxby Rd/Albion Rd,-37.86406174,145.06613681
15486,Estella St/Albion Rd,-37.8618904,145.06452263
15487,Brixton Rise/High St,-37.85993327,145.0605955
15488,Kerferd Rd/Muswell Hill,-37.85821934,145.06377755
15489,Glen Iris Rd/Kerferd Rd,-37.85827975,145.06635614
1549,North Rd/Princes Hwy,-37.91382106,145.12604336
15490,Southland St/Glen Iris Rd,-37.85620637,145.06686497
15491,Ferndale Rd/Glen Iris Rd,-37.85474199,145.06714191
15492,Valley Pde/Glen Iris Rd,-37.85239687,145.06756685
15493,Cusdin St/Glen Iris Rd,-37.85077972,145.06787048
1550,Clayton North Primary School/Princes Hwy,-37.91170362,145.1226733
1551,White St/Princes Hwy,-37.90991856,145.11980681
1552,Princes Hwy Reserve/Princes Hwy,-37.90798985,145.11697825
1553,Franklyn St/Princes Hwy,-37.90589073,145.11364237
1554,Fenton St/Princes Hwy,-37.90398489,145.11056331
1555,Shafton St/Princes Hwy,-37.90278169,145.10859238
1556,Henry St/Atherton Rd,-37.9007611,145.10399255
15560,Melrose Ave/Malvern Rd,-37.87667713,145.06661414
1557,John St/Atherton Rd,-37.90047772,145.10206642
1558,Oak Towers Aged Care/Atherton Rd,-37.89997777,145.09845131
1559,Clyde St/Atherton Rd,-37.89955016,145.0954144
1560,Oakleigh SC/Atherton Rd,-37.89871954,145.08976084
1562,Dandenong Rd/Warrigal Rd,-37.89448819,145.08780052
15640,Kerrie Rd/High Street Rd,-37.87539689,145.17726932
15641,Boronia Dr/High Street Rd,-37.8750803,145.17428703
15642,Compton St/High Street Rd,-37.87477671,145.17156594
15643,Springvale Rd/High Street Rd,-37.87432818,145.16706351
15644,Fern St/Huntingdale Rd,-37.89931805,145.10559903
15645,Glen Eira College/Booran Rd,-37.88464035,145.03702465
15646,Hend St/Huntingdale Rd,-37.88503772,145.1086144
15647,Dickson St/Huntingdale Rd,-37.88965493,145.10768889
15648,Cash Gr/Huntingdale Rd,-37.89117292,145.1073771
15649,Estelle St/Huntingdale Rd,-37.8934443,145.10684131
15650,Hammond St/Hampton St,-37.91686463,145.00637617
15651,Hampton St/Marriage Rd,-37.91855829,145.00687647
15652,Henty St/Marriage Rd,-37.91889677,145.00983638
15658,Cummins Rd/Nepean Hwy,-37.92385283,145.0253226
15659,Vincent St/Nepean Hwy,-37.92660052,145.02795679
15660,North Ave/Nepean Hwy,-37.9316665,145.03288447
15661,Worthing Rd/Nepean Hwy,-37.94159823,145.04049407
15662,Stayner Gr/Nepean Hwy,-37.94427329,145.04257376
15663,Alfred St/Nepean Hwy,-37.95207842,145.04805701
15664,Remington Dr/Nepean Hwy,-37.95344412,145.0488972
15665,Sir William Fry Reserve/Nepean Hwy,-37.9555624,145.05055973
15679,Worcester St/Huntingdale Rd,-37.90246411,145.10509754
15680,Huntingdale Rd/Burlington St,-37.90349752,145.10435451
15681,George St/Burlington St,-37.90315534,145.10157681
15682,Connell Rd/Burlington St,-37.90267726,145.09764256
15683,Westminster St/Burlington St,-37.90217388,145.09493732
15703,Gilda Ct/Trisha Dr,-37.93394919,145.24797381
15704,Fowler Rd/Shearer Dr,-37.93719333,145.24312905
15705,Liberty Ave/Shearer Dr,-37.93617907,145.2397851
15706,Buckingham Dr/Liberty Ave,-37.93322796,145.24131191
15707,Liberty Avenue Reserve/Liberty Ave,-37.93098392,145.24070547
15708,Saltbush Ct/Liberty Ave,-37.92853864,145.24351711
15709,Yvette Dr/Clauscen Dr,-37.92818399,145.24632441
15710,St Simons Catholic PS/Taylors Lane,-37.92566772,145.24438183
15711,Taylors Lane/Bernard Hamilton Way,-37.923106,145.24422659
15712,Turramurra Dr/Bridgewater Way,-37.92208496,145.24344314
15713,Simon Ave/Bridgewater Way,-37.92086267,145.24125384
15715,Market St/Bond St,-37.8140395,145.22361666
15716,Charter St/New St,-37.81566036,145.22054465
15717,New St/Whitehorse Rd,-37.8170762,145.2200108
15718,Culwell Ave/Heatherdale Rd,-37.82296954,145.21342741
15719,Panel St/Heatherdale Rd,-37.82699801,145.21343252
15720,Churinga Ave/Heatherdale Rd,-37.83026923,145.21342179
15721,Smithfield Walk/Canterbury Rd,-37.83272142,145.21229455
15722,Andrew St/Canterbury Rd,-37.83360449,145.20813715
15723,Canterbury Rd/Blanche Dr,-37.83464974,145.20516884
15724,Frank St/Blanche Dr,-37.83661188,145.20678033
15739,Churchill Ave/Huntingdale Rd,-37.88890725,145.10770803
15742,Hudson St/Kambrook Rd,-37.88007036,145.03480383
15747,Brice Gr/Kathryn Rd,-37.89442957,145.24904763
15748,Coringa Ct/Kathryn Rd,-37.89220371,145.24905488
15749,Pejaro Ct/Kathryn Rd,-37.89067102,145.24901159
15750,Kathryn Rd/Anne Rd,-37.88875066,145.24835205
15751,Harley St/Anne Rd,-37.88873736,145.24624866
15752,Graham Rd/Anne Rd,-37.88912331,145.24372642
15753,Otira Rd/Anne Rd,-37.89033597,145.24104801
15754,Scoresby Sec Col/Zerfas St,-37.89018705,145.23771968
15755,Zerfas St/Rosehill St,-37.89047751,145.23665519
15756,Olga St/Rosehill St,-37.8925322,145.23665166
15757,Rumann Ave/Rosehill St,-37.89428041,145.23664406
15759,Brentwood Dr/Watsons Rd,-37.9034559,145.16771724
15761,Hampstead Cres/Watsons Rd,-37.90230583,145.16793911
15773,Neville St/Coleman Rd,-37.86229605,145.24867165
15774,Bindi St/Coleman Rd,-37.86263314,145.24589003
15775,Suffolk St/Coleman Rd,-37.8624114,145.24431523
15776,Gateshead Dr/Coleman Rd,-37.86199858,145.24261993
15777,Stud Rd/Coleman Rd,-37.86107242,145.23974332
15779,Ravenhill Way/High Street Rd,-37.87546951,145.24308434
15780,Wallace Rd/High Street Rd,-37.87654739,145.24043238
15781,Wolf St/High Street Rd,-37.87683597,145.23683273
15782,Stud Rd/High Street Rd,-37.87679218,145.23391181
15783,Latvian Ret Village/High Street Rd,-37.87690458,145.23179439
15784,Jenola Pde/High Street Rd,-37.87684863,145.22927169
15785,Mowbray Dr/High Street Rd,-37.87676693,145.22504419
15787,Blind Creek Lane/High Street Rd,-37.87666297,145.21875936
15788,Carramar Ave/Coleman Pde,-37.87894885,145.15939946
15789,Kinnoull Gr/Coleman Pde,-37.87805171,145.1562042
15790,Avendon Bvd/Coleman Pde,-37.87740806,145.15366211
15792,Howleys Rd/Normanby Rd,-37.90619649,145.13792918
15794,Blackburn Rd/Central Rd,-37.821213,145.15331375
15795,Gordon Cres/Central Rd,-37.82313144,145.15611759
15796,Parkside St/Central Rd,-37.82375609,145.15860152
15797,Gwenda Ave/Central Rd,-37.82387345,145.16207515
15798,Cromwell Ct/Central Rd,-37.8240502,145.16474068
15799,Central Rd/Joyce St,-37.82498486,145.1692053
15801,Milton St/Joyce St,-37.82725766,145.1687401
15802,Blackburn Lake PS/Milton St,-37.82730746,145.16672783
15803,Lake Rd/Florence St,-37.82990649,145.16579998
15804,Ottawa Ave/Forest Rd,-37.83177991,145.16573086
15806,Burwood Heights PS/Hawthorn Rd,-37.84667304,145.16375945
15807,Parkview Ct/Hawthorn Rd,-37.84609077,145.15994399
15808,Catherine Ct/Hawthorn Rd,-37.84573514,145.15737306
15809,Blackburn Rd/Hawthorn Rd,-37.84548353,145.15511777
15810,Sevenoaks Rd/Highbury Rd,-37.86025765,145.15419247
15811,Belmont Rd/Highbury Rd,-37.86062582,145.15755926
15812,Gyton Ave/Highbury Rd,-37.86108717,145.16112837
15813,Burwood Terrace Ret Village/Highbury Rd,-37.86139116,145.16386028
15814,Corunna Ct/Canova Dr,-37.86270271,145.16416874
15815,Mavista Ave/Canova Dr,-37.86387672,145.16259364
15816,Cedar Ct/Gyton Ave,-37.86504135,145.16099598
15817,Belmont Rd/Willow Ave,-37.86527204,145.15730713
15818,Nottingham St/Medina Rd,-37.86810261,145.15563372
15819,Kwinana St/Medina Rd,-37.87148891,145.15434421
15820,Jordan Gr/Waverley Rd,-37.88923771,145.16672795
15821,Joyce Ave/Waverley Rd,-37.88945044,145.16881501
15822,Viewpoint Ave/Waverley Rd,-37.88970323,145.17116263
15823,Gwingana Cres/Waverley Rd,-37.89008985,145.17458725
15824,Mimosa St/High Street Rd,-37.87617584,145.18218442
15825,Kristen Cl/High Street Rd,-37.87674826,145.18716153
15827,Nortons Lane/High Street Rd,-37.87694071,145.20028858
15828,Dandenong Valley Parklands/High Street Rd,-37.8769566,145.20427888
15830,Cathies Lane/High Street Rd,-37.87693938,145.21380695
15831,High Street Rd/Cathies Lane,-37.87607234,145.21546509
15832,Tandragee Cl/Cathies Lane,-37.87364698,145.214796
15833,Sylvana St/Cathies Lane,-37.87069751,145.21462845
15860,Wandinong Sanctuary/Canterbury Rd,-37.83224759,145.15241371
15861,Lavelle St/Blackburn Rd,-37.83364867,145.15670798
15863,Cornwall St/Blackburn Rd,-37.83612067,145.15630555
15864,Faulkner St/Blackburn Rd,-37.83848474,145.15591715
15865,Vicki St/Blackburn Rd,-37.84144158,145.15540031
15867,Hawthorn Rd/Blackburn Rd,-37.84477553,145.15479448
15868,Eley Rd/Blackburn Rd,-37.84786644,145.15305815
15870,Bellevue Ave/Blackburn Rd ,-37.8518645,145.15227645
15871,Ray Rd/Blackburn Rd,-37.8548833,145.1516896
15872,Alice St/Blackburn Rd,-37.85719311,145.15129092
15873,Highbury Park/Blackburn Rd,-37.858748,145.15102474
15874,Cypress Ave/Blackburn Rd,-37.86228839,145.1503679
15876,Cherry St/Blackburn Rd,-37.8659003,145.14967511
15877,Utah Rd/Blackburn Rd,-37.86859567,145.14915296
15878,Tambo Ct/Blackburn Rd,-37.87014983,145.14884122
15879,High Street Rd/Blackburn Rd,-37.87151571,145.14859103
15881,Syndal Station/Blackburn Rd,-37.87578503,145.14787021
15882,Monash Medical Centre/Clayton Rd,-37.92088238,145.12071074
15883,Savige Ave/Blackburn Rd,-37.88068081,145.14687208
15884,Waverley Private Hospital/Blackburn Rd,-37.88497589,145.14607081
15900,Holland Rd/Canterbury Rd,-37.83236604,145.15192217
15901,Blackburn Rd/Canterbury Rd,-37.83276411,145.15546874
15902,Alan St/Blackburn Rd,-37.83499301,145.15623136
15904,Boyd St/Blackburn Rd,-37.83693439,145.15589894
15905,Brazeel St/Blackburn Rd,-37.83889396,145.15557742
15906,Bond Ave/Blackburn Rd,-37.84084417,145.15523337
15907,Finch Pl/Blackburn Rd,-37.84347742,145.15477001
15908,Hawthorn Rd/Blackburn Rd,-37.8450309,145.15441308
15909,Eley Rd/Blackburn Rd,-37.84770055,145.15282362
